,loss,accuracy,val_loss,val_accuracy,lr
0,0.5345058441162109,0.7261471152305603,0.6931475400924683,0.3928571343421936,0.001
1,0.3654124438762665,0.8273853063583374,0.6580464243888855,0.6071428656578064,0.001
2,0.2900352478027344,0.88492351770401,0.6967337727546692,0.36564627289772034,0.001
3,0.2227393090724945,0.9075018167495728,0.6931475400924683,0.3928571343421936,0.001
4,0.20464029908180237,0.9155134558677673,1.4041006565093994,0.6071428656578064,0.001
5,0.23667819797992706,0.9038601517677307,0.9074416160583496,0.6003401279449463,0.001
6,0.21105316281318665,0.9220684766769409,0.5751299262046814,0.7346938848495483,0.001
7,0.1896083950996399,0.9322651028633118,0.24902388453483582,0.9319728016853333,0.001
8,0.13154929876327515,0.9606700539588928,0.21625901758670807,0.9455782175064087,0.001
9,0.17109060287475586,0.9395484328269958,1.640235424041748,0.6122449040412903,0.001
10,0.13227814435958862,0.9453750848770142,0.9847871661186218,0.6853741407394409,0.001
11,0.11982795596122742,0.954115092754364,0.2607492506504059,0.9047619104385376,0.001
12,0.10057582706212997,0.9606700539588928,0.12714730203151703,0.9489796161651611,0.001
13,0.10047435760498047,0.9606700539588928,0.17791709303855896,0.9744898080825806,0.001
14,0.09751150012016296,0.9621267318725586,0.3199501633644104,0.9081632494926453,0.001
15,0.106044702231884,0.9635834097862244,0.32576873898506165,0.865646243095398,0.001
16,0.0979560911655426,0.9664967060089111,0.34590616822242737,0.9098639488220215,0.001
17,0.10400068014860153,0.957756757736206,0.40571328997612,0.8588435649871826,0.001
18,0.09088996797800064,0.9701383709907532,0.576548159122467,0.8588435649871826,0.001
19,0.06832363456487656,0.9737800359725952,1.0325239896774292,0.7789115905761719,0.001
20,0.06442803144454956,0.9796066880226135,0.22003881633281708,0.930272102355957,0.001
21,0.07576081901788712,0.9737800359725952,0.11732003092765808,0.9642857313156128,0.001
22,0.03814047574996948,0.9905316829681396,0.360225647687912,0.865646243095398,0.001
23,0.06508456915616989,0.9745084047317505,0.12882597744464874,0.9336734414100647,0.001
24,0.060530539602041245,0.9774217009544373,0.08460841327905655,0.9693877696990967,0.001
25,0.039900198578834534,0.9847050309181213,0.1565742790699005,0.9489796161651611,0.001
26,0.021066375076770782,0.9941733479499817,0.1531924307346344,0.9336734414100647,0.001
27,0.06873200088739395,0.975236713886261,0.26314201951026917,0.9472789168357849,0.001
28,0.030640460550785065,0.9905316829681396,2.55649995803833,0.615646243095398,0.001
29,0.01541633065789938,0.996358335018158,0.020717600360512733,0.9948979616165161,0.001
30,0.014565669000148773,0.9970866441726685,0.025370152667164803,0.9948979616165161,0.001
31,0.014011538587510586,0.996358335018158,1.2761483192443848,0.704081654548645,0.001
32,0.12115643173456192,0.9599417448043823,0.9778032302856445,0.7278911471366882,0.001
33,0.045168016105890274,0.9839767217636108,0.10847645252943039,0.9608843326568604,0.001
34,0.025142202153801918,0.9927166700363159,0.0408918634057045,0.9846938848495483,0.001
35,0.024036671966314316,0.9919883608818054,0.11515335738658905,0.9625850319862366,0.001
36,0.013874219730496407,0.9970866441726685,0.024909336119890213,0.9914966225624084,0.001
37,0.01477180514484644,0.9970866441726685,0.2046210616827011,0.9404761791229248,0.001
38,0.014850870706140995,0.996358335018158,0.39914247393608093,0.8860543966293335,0.001
39,0.007529415190219879,0.9992716908454895,0.022191064432263374,0.9948979616165161,0.001
40,0.006838775705546141,0.9992716908454895,0.016298921778798103,0.9948979616165161,0.00095
41,0.006281903944909573,0.9992716908454895,0.014627141878008842,0.9948979616165161,0.00095
42,0.00570642901584506,0.9992716908454895,0.017002493143081665,0.9948979616165161,0.00095
43,0.005422406829893589,0.9992716908454895,0.01803828589618206,0.9948979616165161,0.00095
44,0.005219124723225832,0.9992716908454895,0.017756544053554535,0.9948979616165161,0.00095
45,0.004659360274672508,0.9992716908454895,0.01854921318590641,0.9965986609458923,0.00095
46,0.004386953078210354,0.9992716908454895,0.017105640843510628,0.9948979616165161,0.00095
47,0.00410954374819994,0.9992716908454895,0.016303440555930138,0.9948979616165161,0.00095
48,0.0037254667840898037,0.9992716908454895,0.014904120936989784,0.9948979616165161,0.00095
49,0.0025982102379202843,1.0,0.015750283375382423,0.9965986609458923,0.00095
50,0.002147713676095009,1.0,0.016299858689308167,0.9965986609458923,0.00095
51,0.002222835784777999,1.0,0.013973776251077652,0.9948979616165161,0.00095
52,0.0019186624558642507,1.0,0.016843918710947037,0.9965986609458923,0.00095
53,0.0017508909804746509,1.0,0.017034750431776047,0.9965986609458923,0.00095
54,0.0016104066744446754,1.0,0.01714957505464554,0.9965986609458923,0.00095
55,0.001514263218268752,1.0,0.01663975417613983,0.9965986609458923,0.00095
56,0.0014920055400580168,1.0,0.017576975747942924,0.9965986609458923,0.00095
57,0.0013795853592455387,1.0,0.016455428674817085,0.9965986609458923,0.00095
58,0.0013345488114282489,1.0,0.017977073788642883,0.9965986609458923,0.00095
59,0.0012743724510073662,1.0,0.017239663749933243,0.9965986609458923,0.00095
60,0.0012338829692453146,1.0,0.017473233863711357,0.9965986609458923,0.00095
61,0.0012139524333178997,1.0,0.016690338030457497,0.9965986609458923,0.00095
62,0.001187237212434411,1.0,0.015941869467496872,0.9965986609458923,0.0009025
63,0.001120608183555305,1.0,0.01752154529094696,0.9965986609458923,0.0009025
64,0.001052834209986031,1.0,0.017507703974843025,0.9965986609458923,0.0009025
65,0.001009948318824172,1.0,0.017791971564292908,0.9965986609458923,0.0009025
66,0.001012203749269247,1.0,0.018116580322384834,0.9965986609458923,0.0009025
67,0.0009745294228196144,1.0,0.017725689336657524,0.9965986609458923,0.0009025
68,0.0009476970881223679,1.0,0.01768621802330017,0.9965986609458923,0.0009025
69,0.0009095845161937177,1.0,0.01780882477760315,0.9965986609458923,0.0009025
70,0.0008787307306192815,1.0,0.017060229554772377,0.9965986609458923,0.0009025
71,0.000864187313709408,1.0,0.017637688666582108,0.9965986609458923,0.0009025
72,0.0008657953585498035,1.0,0.017930762842297554,0.9965986609458923,0.0009025
73,0.0008239406743086874,1.0,0.01765366643667221,0.9965986609458923,0.0009025
74,0.0008356830221600831,1.0,0.016157951205968857,0.9965986609458923,0.0009025
75,0.0007924424717202783,1.0,0.015713665634393692,0.9965986609458923,0.0009025
76,0.0007877376629039645,1.0,0.01627393253147602,0.9965986609458923,0.000857375
77,0.0007747593335807323,1.0,0.01664048247039318,0.9965986609458923,0.000857375
78,0.0007427084492519498,1.0,0.016584882512688637,0.9965986609458923,0.000857375
79,0.0007290832581929862,1.0,0.01675920933485031,0.9965986609458923,0.000857375
80,0.0007101669325493276,1.0,0.01714392937719822,0.9965986609458923,0.000857375
81,0.0007031849236227572,1.0,0.016473161056637764,0.9965986609458923,0.000857375
82,0.0007086963159963489,1.0,0.016972582787275314,0.9965986609458923,0.000857375
83,0.0006743279518559575,1.0,0.01674766279757023,0.9965986609458923,0.000857375
84,0.0006649470306001604,1.0,0.01662868820130825,0.9965986609458923,0.000857375
85,0.0006900901207700372,1.0,0.016922499984502792,0.9965986609458923,0.000857375
86,0.0006424356251955032,1.0,0.016682948917150497,0.9965986609458923,0.000857375
87,0.0006437891279347241,1.0,0.016604164615273476,0.9965986609458923,0.000857375
88,0.0006170829874463379,1.0,0.016773832961916924,0.9965986609458923,0.000857375
89,0.0006303823902271688,1.0,0.016513658687472343,0.9965986609458923,0.000857375
90,0.0006034052930772305,1.0,0.016705645248293877,0.9965986609458923,0.0008145062
91,0.0005949630867689848,1.0,0.01710343360900879,0.9965986609458923,0.0008145062
92,0.0006391082424670458,1.0,0.017497802153229713,0.9965986609458923,0.0008145062
93,0.0005800361395813525,1.0,0.017375024035573006,0.9965986609458923,0.0008145062
94,0.0005678357556462288,1.0,0.017020191997289658,0.9965986609458923,0.0008145062
95,0.000550364435184747,1.0,0.017159631475806236,0.9965986609458923,0.0008145062
96,0.0005422559916041791,1.0,0.017586365342140198,0.9965986609458923,0.0008145062
97,0.0005452624172903597,1.0,0.018191568553447723,0.9965986609458923,0.0008145062
98,0.0005260888137854636,1.0,0.017911162227392197,0.9965986609458923,0.0008145062
99,0.0005436426145024598,1.0,0.017595723271369934,0.9965986609458923,0.0008145062
100,0.0005198910366743803,1.0,0.017738396301865578,0.9965986609458923,0.0008145062
101,0.0005350867286324501,1.0,0.01800425909459591,0.9965986609458923,0.0008145062
102,0.0004976024501956999,1.0,0.01781129650771618,0.9965986609458923,0.0008145062
103,0.0004884812515228987,1.0,0.01787390373647213,0.9965986609458923,0.0008145062
104,0.000492427556309849,1.0,0.01733040250837803,0.9965986609458923,0.00077378086
105,0.0004965693806298077,1.0,0.01786336861550808,0.9965986609458923,0.00077378086
106,0.0004881738859694451,1.0,0.01792370341718197,0.9965986609458923,0.00077378086
107,0.00048161111772060394,1.0,0.017519673332571983,0.9965986609458923,0.00077378086
108,0.0004691860522143543,1.0,0.0178964976221323,0.9965986609458923,0.00077378086
109,0.00046086954534985125,1.0,0.017568008974194527,0.9965986609458923,0.00077378086
110,0.0004637422098312527,1.0,0.01785045862197876,0.9965986609458923,0.00077378086
111,0.00046847856719978154,1.0,0.0178015548735857,0.9965986609458923,0.00077378086
112,0.0004565105482470244,1.0,0.018056437373161316,0.9965986609458923,0.00077378086
113,0.00045971208601258695,1.0,0.018039043992757797,0.9965986609458923,0.00077378086
114,0.0004394994757603854,1.0,0.018119867891073227,0.9965986609458923,0.00077378086
115,0.00044507160782814026,1.0,0.018618203699588776,0.9965986609458923,0.00077378086
116,0.00043028159416280687,1.0,0.018287820741534233,0.9965986609458923,0.00077378086
117,0.0004281164729036391,1.0,0.018219437450170517,0.9965986609458923,0.00077378086
118,0.0004235731321386993,1.0,0.01855476014316082,0.9965986609458923,0.0007350918
119,0.0004271040088497102,1.0,0.01861581765115261,0.9965986609458923,0.0007350918
120,0.0004285206669010222,1.0,0.01985389180481434,0.9965986609458923,0.0007350918
121,0.00041166480514220893,1.0,0.01929813250899315,0.9965986609458923,0.0007350918
122,0.000438911491073668,1.0,0.0191324632614851,0.9965986609458923,0.0007350918
123,0.00041096366476267576,1.0,0.018516473472118378,0.9965986609458923,0.0007350918
124,0.000395380484405905,1.0,0.01751965656876564,0.9965986609458923,0.0007350918
125,0.0003947848454117775,1.0,0.01777186617255211,0.9965986609458923,0.0007350918
126,0.0004094097239430994,1.0,0.018493546172976494,0.9965986609458923,0.0007350918
127,0.00038359727477654815,1.0,0.018354179337620735,0.9965986609458923,0.0007350918
128,0.00038874262827448547,1.0,0.018438925966620445,0.9965986609458923,0.0007350918
129,0.0003870104847010225,1.0,0.017207851633429527,0.9965986609458923,0.0007350918
130,0.00038023231900297105,1.0,0.017368009313941002,0.9965986609458923,0.0007350918
131,0.00037759525002911687,1.0,0.017538275569677353,0.9965986609458923,0.0007350918
132,0.0003737762162927538,1.0,0.017771702259778976,0.9965986609458923,0.0006983372
133,0.000368141510989517,1.0,0.01818986050784588,0.9965986609458923,0.0006983372
134,0.0003812706272583455,1.0,0.018113669008016586,0.9965986609458923,0.0006983372
135,0.00036623841151595116,1.0,0.018059689551591873,0.9965986609458923,0.0006983372
136,0.00036258448380976915,1.0,0.018144214525818825,0.9965986609458923,0.0006983372
137,0.00035476655466482043,1.0,0.017912080511450768,0.9965986609458923,0.0006983372
138,0.0003651876177173108,1.0,0.017527993768453598,0.9965986609458923,0.0006983372
139,0.0003695151535794139,1.0,0.017686551436781883,0.9965986609458923,0.0006983372
140,0.00034806368057616055,1.0,0.01772298850119114,0.9965986609458923,0.0006983372
141,0.0003624378878157586,1.0,0.017539000138640404,0.9965986609458923,0.0006983372
142,0.0003447697963565588,1.0,0.018986476585268974,0.9965986609458923,0.0006983372
143,0.00033776124473661184,1.0,0.01879742741584778,0.9965986609458923,0.0006983372
144,0.0003478890866972506,1.0,0.0187662523239851,0.9965986609458923,0.0006983372
145,0.0003400463319849223,1.0,0.018350575119256973,0.9965986609458923,0.0006983372
146,0.0003370000049471855,1.0,0.01859336532652378,0.9965986609458923,0.00066342036
147,0.0003378872061148286,1.0,0.018569879233837128,0.9965986609458923,0.00066342036
148,0.00033064981107600033,1.0,0.01805306039750576,0.9965986609458923,0.00066342036
149,0.00033063217415474355,1.0,0.01834292709827423,0.9965986609458923,0.00066342036
150,0.0003291298053227365,1.0,0.01894119568169117,0.9965986609458923,0.00066342036
151,0.0003279246448073536,1.0,0.01904210075736046,0.9965986609458923,0.00066342036
